objectcode,objectdescription,recologyid,roadwayid,roadwaydescription,cantype,cancolor,streetcorner,onstreet,fromstreet,installeddate,removeddate,latitude,longitude,globalid,objectid,point,analysis_neighborhood,supervisor_district,data_as_of,data_loaded_at
CAN-5765425,605 PORTOLA DRV,10515765425,,,RENAISSANCE / METAL,,,,,2015/06/24 12:00:00 AM,,37.745429569,-122.451722492,346ee596-666b-4b6b-a7dc-1e2a43613222,2334,POINT (-122.451722492 37.745429569),West of Twin Peaks,7,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3368818,109 CHURCH ST,10513368818,,,CEMENT / CONCRETE,,,,,1999/01/29 12:00:00 AM,,37.769274801,-122.42908938,dae3bf2f-aa86-420e-9ee5-ae720fe11dae,1917,POINT (-122.42908938 37.769274801),Castro/Upper Market,8,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3808409,104 DARIEN WAY,10513808409,,,CEMENT / CONCRETE,,,,,2001/11/01 12:00:00 AM,,37.73188233,-122.470380969,95395493-c261-432c-b621-e7fa049ca6c0,2019,POINT (-122.470380969 37.73188233),West of Twin Peaks,7,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6922256,390 PARK PRESIDIO,10516922256,,,RENAISSANCE / METAL,,,,,2025/02/03 12:00:00 AM,,37.780889298,-122.472235589,c856c29e-cf40-429f-9e83-3b17a616e4e4,2776,POINT (-122.472235589 37.780889298),Inner Richmond,1,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3359429,4994 CALIFORNIA ST,10513359429,,,BIG BELLY,,,,,1999/01/13 12:00:00 AM,,37.784562145,-122.47085005,8fd25808-b300-40d2-bc71-ac263d6ed6a0,1904,POINT (-122.47085005 37.784562145),Inner Richmond,1,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-4396453,606 STANYAN ST,10514396453,,,RENAISSANCE / METAL,,,,,2005/06/01 12:00:00 AM,,37.770873885,-122.453846507,1dd8bb37-d4e9-4310-91f6-1201728b5408,2076,POINT (-122.453846507 37.770873885),Haight Ashbury,5,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5502612,401 PARK PRESIDIO,10515502612,,,BIG BELLY,,,,,2013/05/21 12:00:00 AM,,37.78056686,-122.472301158,e87331e2-eb88-4dc3-965b-b9ff0d979700,2213,POINT (-122.472301158 37.78056686),Outer Richmond,1,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5503743,3300 22ND ST,10515503743,,,RENAISSANCE / METAL,,,,,2013/05/23 12:00:00 AM,,37.755317363,-122.421094929,68a67803-9b5d-4b99-8dd3-6c15b4f607fe,2223,POINT (-122.421094929 37.755317363),Mission,9,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6266662,98 PIERCE ST,10516266662,,,RENAISSANCE / METAL,,,,,2019/09/13 12:00:00 AM,,37.770674473,-122.433509289,e1d3f1d3-5619-4b22-8ca1-3990478bed5b,2568,POINT (-122.433509289 37.770674473),Haight Ashbury,8,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-884890,309 HAIGHT ST,1051884890,,,RENAISSANCE / METAL,,,,,1988/01/01 12:00:00 AM,,37.772476611,-122.427393718,a52083de-1d1b-4676-a5b1-36e934dc1fde,2813,POINT (-122.427393718 37.772476611),Hayes Valley,5,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3391877,1188 VISITACION AVE,10513391877,,,RENAISSANCE / METAL,,,,,1999/03/01 12:00:00 AM,,37.712188428,-122.410466101,db8676a5-63f2-4344-8350-409d11d803e9,1936,POINT (-122.410466101 37.712188428),Visitacion Valley,10,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1205608,301 SANSOME ST,10011205608,,,RENAISSANCE / METAL,,,,,2019/01/01 12:00:00 AM,,37.793145501,-122.401190294,970cfaf6-beeb-44ef-92a6-6f854a093cb3,1556,POINT (-122.401190294 37.793145501),Financial District/South Beach,3,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1262336,599 07TH ST,10011262336,,,BIG BELLY,,,,,2020/09/14 12:00:00 AM,,37.773136903,-122.403273262,3372f52e-0b8e-4200-a231-551e75e3e018,1612,POINT (-122.403273262 37.773136903),South of Market,6,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6182158,1301 23RD AVE,10516182158,,,RENAISSANCE / METAL,,,,,2018/12/17 12:00:00 AM,,37.763287714,-122.481450786,7d69cfb4-e501-48e0-b7f4-969e6c968e2e,2537,POINT (-122.481450786 37.763287714),Sunset/Parkside,4,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1240936,9 PIER,10011240936,,,RENAISSANCE / METAL,,,,,2020/02/11 12:00:00 AM,,37.795020932,-122.39639475,bd8145b8-2490-4c19-acfc-3a3e93428bb3,1574,POINT (-122.39639475 37.795020932),Financial District/South Beach,3,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5765078,1836 LINCOLN WAY,10515765078,,,RENAISSANCE / METAL,,,,,2015/06/19 12:00:00 AM,,37.765509623,-122.477728891,794c2a8f-b275-4168-bb16-4879c259d6f4,2330,POINT (-122.477728891 37.765509623),Golden Gate Park,4,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6134068,29 CAMBON DRV,10516134068,,,CEMENT / CONCRETE,,,,,2018/07/12 12:00:00 AM,,37.717569,-122.4738315,8a4f2952-b3da-4bf6-93d4-4be91fcfbf30,2482,POINT (-122.4738315 37.717569),Lakeshore,7,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1195460,550 DELANCY ST,10011195460,,,RENAISSANCE / METAL,,,,,2018/08/17 12:00:00 AM,,37.784329337,-122.390813163,bf8c78fc-fb9a-45e6-b73b-34a46f375663,1547,POINT (-122.390813163 37.784329337),Financial District/South Beach,6,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1247618,20 MCALLISTER ST,10011247618,,,BIG BELLY,,,,,2020/06/02 12:00:00 AM,,37.781131063,-122.412359906,369551e4-79cd-49dd-bf1d-91661fbac5fb,1587,POINT (-122.412359906 37.781131063),Tenderloin,5,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1477603,109 WEST PORTAL AVE,10511477603,,,RENAISSANCE / METAL,,,,,1988/01/01 12:00:00 AM,,37.739563521,-122.467108126,2c26d609-cb7e-4c33-b993-b3003474ae92,1736,POINT (-122.467108126 37.739563521),West of Twin Peaks,7,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3678976,2971 NORIEGA ST,10513678976,,,RENAISSANCE / METAL,,,,,2001/02/01 12:00:00 AM,,37.753380908,-122.495478616,9b3a008e-82f9-4bfc-9659-68afbfd8d9f5,1979,POINT (-122.495478616 37.753380908),Sunset/Parkside,4,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3830106,996 MASONIC AVE,10513830106,,,RENAISSANCE / METAL,,,,,2001/12/01 12:00:00 AM,,37.772190161,-122.445716178,940d3602-4f43-4ff8-9f96-30797d280902,2025,POINT (-122.445716178 37.772190161),Golden Gate Park,5,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-515031,1255 BALBOA ST,1051515031,,,RENAISSANCE / METAL,,,,,1988/01/01 12:00:00 AM,,37.776838334,-122.472191517,3f3ea647-d143-4050-bc76-8d350408475d,2121,POINT (-122.472191517 37.776838334),Outer Richmond,1,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5132840,15 IRVING ST,10515132840,,,RENAISSANCE / METAL,,,,,2010/08/02 12:00:00 AM,,37.764385443,-122.457867874,d8da96d5-c343-45f5-88ed-be4772449441,2114,POINT (-122.457867874 37.764385443),Inner Sunset,7,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1368893,698 OFARRELL ST,10011368893,,,BIG BELLY,,,,,2024/07/05 12:00:00 AM,,37.785424497,-122.416164815,e25e8df2-a63b-4329-ae16-00706850eb1d,1695,POINT (-122.416164815 37.785424497),Tenderloin,5,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5504857,3786 24TH ST,10515504857,,,RENAISSANCE / METAL,,,,,2013/05/28 12:00:00 AM,,37.751755211,-122.427110987,d9f5dc17-c19d-4ea9-9bbf-62e23984abaa,2225,POINT (-122.427110987 37.751755211),Noe Valley,8,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-615526,606 CASTRO ST,1051615526,,,RENAISSANCE / METAL,,,,,1989/01/13 12:00:00 AM,,37.759114191,-122.434883146,52ef2f11-30cb-4085-bfcd-9fc774fe3781,2493,POINT (-122.434883146 37.759114191),Castro/Upper Market,8,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-834929,2391 GEARY BLVD,1051834929,,,RENAISSANCE / METAL,,,,,1988/01/01 12:00:00 AM,,37.782830068,-122.442572801,fc471eb7-4008-4db3-9a25-48f1d1d8692e,2803,POINT (-122.442572801 37.782830068),Western Addition,2,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5612635,680 PARKER AVE,10515612635,,,CEMENT / CONCRETE,,,,,2014/03/07 12:00:00 AM,,37.776017781,-122.452997542,dee1f4ca-0e36-4b46-94dc-5d0814e70966,2235,POINT (-122.452997542 37.776017781),Lone Mountain/USF,1,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3272846,1190 MASONIC AVE,10513272846,,,RENAISSANCE / METAL,,,,,1998/07/01 12:00:00 AM,,37.770373257,-122.445356879,c63d3e24-80b1-4bda-8147-570e67b42e5a,1888,POINT (-122.445356879 37.770373257),Haight Ashbury,5,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1088764,901 03RD ST,10011088764,,,RENAISSANCE / METAL,,,,,2014/12/01 12:00:00 AM,,37.777510076,-122.39103001,60dca25f-db6f-45d4-b101-2739235daaf9,1403,POINT (-122.39103001 37.777510076),Mission Bay,6,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1109990,1281 POLK ST,10011109990,,,RENAISSANCE / METAL,,,,,2015/06/19 12:00:00 AM,,37.78853701,-122.42032173,edef680e-e0c6-400e-80a1-ef36a7c3bebb,1487,POINT (-122.42032173 37.78853701),Nob Hill,3,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1332469,1001 UNION ST,10011332469,,,RENAISSANCE / METAL,,,,,2023/02/24 12:00:00 AM,,37.79958154,-122.415879728,9390e2fa-cc8b-4fa5-ae1d-1934316f2b03,1663,POINT (-122.415879728 37.79958154),Russian Hill,3,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5708516,1609 VALENCIA ST,10515708516,,,RENAISSANCE / METAL,,,,,2014/12/01 12:00:00 AM,,37.747235348,-122.420170169,0f85fff2-15b2-44cf-bfe6-7029eff57815,2276,POINT (-122.420170169 37.747235348),Bernal Heights,9,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6174189,33 FRIDA KAHLO WAY,10516174189,,,RENAISSANCE / METAL,,,,,2018/11/01 12:00:00 AM,,37.723990615,-122.452387463,156af0e0-a4ed-48d3-a61c-6af63b1fe642,2526,POINT (-122.452387463 37.723990615),West of Twin Peaks,7,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1247584,602 TURK ST,10011247584,,,BIG BELLY,,,,,2020/06/02 12:00:00 AM,,37.782179835,-122.419154678,4715288f-ba8e-488b-9668-1976b99ced7a,1584,POINT (-122.419154678 37.782179835),Tenderloin,5,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1091313,2810 TAYLOR ST,10011091313,,,BIG BELLY,,,,,2014/12/01 12:00:00 AM,,37.808368001,-122.415803195,5d80632d-b462-44c9-bbf6-6d48803a5dfb,1441,POINT (-122.415803195 37.808368001),North Beach,3,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5245683,1801 MC ALLISTER ST,10515245683,,,RENAISSANCE / METAL,,,,,2011/05/11 12:00:00 AM,,37.777194,-122.4419445,f13799af-8d41-4c1e-bf00-42e0c7d32bb9,2146,POINT (-122.4419445 37.777194),Lone Mountain/USF,2,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6387948,1000 INDIANA ST,10516387948,,,CEMENT / CONCRETE,,,,,2020/11/02 12:00:00 AM,,37.757680314,-122.39121459,531548db-5153-4751-9789-9dc0bc3030e1,2622,POINT (-122.39121459 37.757680314),Potrero Hill,10,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6520126,3251 24TH ST,10516520126,,,RENAISSANCE / METAL,,,,,2021/09/22 12:00:00 AM,,37.752274308,-122.417480347,84827a72-531f-40fc-94c2-9d72791b4496,2677,POINT (-122.417480347 37.752274308),Mission,9,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6098404,801 STEINER ST,10516098404,,,RENAISSANCE / METAL,,,,,2018/03/29 12:00:00 AM,,37.776639556,-122.43309514,47deb4f1-7a5b-488b-925d-2bea97e122df,2429,POINT (-122.43309514 37.776639556),Hayes Valley,5,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-618017,1507 CASTRO ST,1051618017,,,RENAISSANCE / METAL,,,,,1988/01/01 12:00:00 AM,,37.749573441,-122.433896573,a237f5cc-31bc-4863-8671-c96603516ab1,2532,POINT (-122.433896573 37.749573441),Noe Valley,8,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6371975,1504 FOLSOM ST,10516371975,,,BIG BELLY,,,,,2020/09/14 12:00:00 AM,,37.771788529,-122.414169329,be200c71-163f-45d8-a30c-e416d4ecd462,2616,POINT (-122.414169329 37.771788529),Mission,6,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-2764785,6912 GEARY BLVD,10512764785,,,RENAISSANCE / METAL,,,,,1995/01/31 12:00:00 AM,,37.779774009,-122.493521498,cee4a2f7-f65e-464d-93b7-f4dde8b0dd80,1830,POINT (-122.493521498 37.779774009),Outer Richmond,1,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-451039,294 30TH ST,1051451039,,,BIG BELLY,,,,,1988/01/01 12:00:00 AM,,37.742141187,-122.426357409,151702eb-46f1-4c0b-9261-42d457a1e4e6,2090,POINT (-122.426357409 37.742141187),Noe Valley,8,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1090661,1180 MARKET ST,10011090661,,,RENAISSANCE / METAL,,,,,2014/12/01 12:00:00 AM,,37.779216325,-122.414248529,decfbfb6-5670-4f2a-b8ed-e223f2c3d8cb,1432,POINT (-122.414248529 37.779216325),Tenderloin,5,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1247600,3 LEAVENWORTH ST,10011247600,,,BIG BELLY,,,,,2020/06/02 12:00:00 AM,,37.780103707,-122.413556922,bf9623f3-ff06-418d-9204-b68ab6db40d8,1586,POINT (-122.413556922 37.780103707),Tenderloin,5,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1985159,390 WINSTON DRV,10511985159,,,RENAISSANCE / METAL,,,,,1990/09/20 12:00:00 AM,,37.728035577,-122.478530332,d00aa6ab-e942-4ee6-9d05-6a1cb1329e17,1753,POINT (-122.478530332 37.728035577),Lakeshore,7,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3289824,1275 UTAH ST,10513289824,,,RENAISSANCE / METAL,,,,,1998/07/15 12:00:00 AM,,37.753425756,-122.405346077,149c88a2-bed5-4ccb-83b0-ca19c0cf4edf,1895,POINT (-122.405346077 37.753425756),Mission,10,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3687035,61 CAMBON DRV,10513687035,,,CEMENT / CONCRETE,,,,,2001/03/01 12:00:00 AM,,37.717587,-122.473836,6b11356c-42b3-46fe-85a2-04345577b6c5,1986,POINT (-122.473836 37.717587),Lakeshore,7,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6168462,1 PENNSYLVANIA AVE,10516168462,,,RENAISSANCE / METAL,,,,,2018/10/30 12:00:00 AM,,37.765532163,-122.393847038,c952318e-32e3-4f63-a42d-8d0f033bdafb,2500,POINT (-122.393847038 37.765532163),Potrero Hill,10,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-2454866,800 RHODE ISLAND ST,10512454866,,,RENAISSANCE / METAL,,,,,1993/04/01 12:00:00 AM,,37.759588288,-122.402117943,c258d635-5a8e-4977-be7a-69ab204426b1,1795,POINT (-122.402117943 37.759588288),Potrero Hill,10,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3371192,1192 PLYMOUTH AVE,10513371192,,,RENAISSANCE / METAL,,,,,1999/02/04 12:00:00 AM,,37.723692093,-122.456129493,a2432fe8-e1c9-49f7-bcbd-7e3e31258317,1926,POINT (-122.456129493 37.723692093),Oceanview/Merced/Ingleside,11,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6135966,6695 FULTON ST,10516135966,,,RENAISSANCE / METAL,,,,,2018/07/14 12:00:00 AM,,37.771674177,-122.503338457,d64ff4d2-99dc-4f0a-806f-43df10215cec,2484,POINT (-122.503338457 37.771674177),Golden Gate Park,1,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6172654,2099 FELL ST,10516172654,,,RENAISSANCE / METAL,,,,,2018/11/01 12:00:00 AM,,37.77216302,-122.452338227,4a8b314e-1525-4125-bb57-d2bdc79f3521,2514,POINT (-122.452338227 37.77216302),Golden Gate Park,5,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-2473171,3490 22ND ST,10512473171,,,RENAISSANCE / METAL,,,,,1993/04/28 12:00:00 AM,,37.755079808,-122.425234244,749f3e77-7d81-48f7-9d8b-e9b1531fe865,1811,POINT (-122.425234244 37.755079808),Mission,8,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5345079,4899 03RD ST,10515345079,,,RENAISSANCE / METAL,,,,,2012/01/31 12:00:00 AM,,37.734063965,-122.390876438,68d7bf35-9c8b-473e-b585-3c8f583cf5e1,2182,POINT (-122.390876438 37.734063965),Bayview Hunters Point,10,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6266472,1399 SHRADER ST,10516266472,,,RENAISSANCE / METAL,,,,,2019/09/13 12:00:00 AM,,37.762428615,-122.450802475,a2530f16-e52c-42c2-ba6d-ac6d0bb7debb,2562,POINT (-122.450802475 37.762428615),Haight Ashbury,8,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5075924,1199 FILLMORE ST,10515075924,,,RENAISSANCE / METAL,,,,,2010/03/01 12:00:00 AM,,37.780403921,-122.432168098,a987057c-cd7d-4780-82de-0a0a514c6833,2107,POINT (-122.432168098 37.780403921),Western Addition,5,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1149798,1144 NOE ST,10511149798,,,RENAISSANCE / METAL,,,,,1988/01/01 12:00:00 AM,,37.750749801,-122.431852359,b3ea9fb4-39ea-4898-98d3-d80f525b3eb1,1526,POINT (-122.431852359 37.750749801),Noe Valley,8,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3543535,993 HAYES ST,10513543535,,,RENAISSANCE / METAL,,,,,2000/02/10 12:00:00 AM,,37.775626563,-122.432637267,bcb0e233-d4e1-4019-925c-08c7fef4259a,1957,POINT (-122.432637267 37.775626563),Hayes Valley,5,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6101281,1699 MC ALLISTER ST,10516101281,,,RENAISSANCE / METAL,,,,,2018/04/06 12:00:00 AM,,37.777577361,-122.43992329,04babca1-a73d-42dc-890a-2d24410c3e3b,2434,POINT (-122.43992329 37.777577361),Western Addition,5,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6202048,3399 CALIFORNIA ST,10516202048,,,RENAISSANCE / METAL,,,,,2019/02/27 12:00:00 AM,,37.786830107,-122.450012151,67c78bbb-f5c6-4105-abb9-1531d9065f4c,2545,POINT (-122.450012151 37.786830107),Presidio Heights,2,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3001419,1595 12TH AVE,10513001419,,,RENAISSANCE / METAL,,,,,1996/10/21 12:00:00 AM,,37.758468953,-122.469188056,09165b21-2b5b-44d1-bf7b-9b2cf62c66db,1854,POINT (-122.469188056 37.758468953),Inner Sunset,7,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6032247,510 25TH AVE,10516032247,,,RENAISSANCE / METAL,,,,,2017/08/16 12:00:00 AM,,37.779834493,-122.484691132,aef4b1c9-4ac1-416a-8750-5fc1579eeab5,2412,POINT (-122.484691132 37.779834493),Outer Richmond,1,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-2956423,406 06TH AVE,10512956423,,,RENAISSANCE / METAL,,,,,1996/06/11 12:00:00 AM,,37.780832216,-122.464243653,cba3bfb4-5afe-4807-8ad8-b1848d1b95dc,1844,POINT (-122.464243653 37.780832216),Inner Richmond,1,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-393967,1307 18TH ST,1051393967,,,RENAISSANCE / METAL,,,,,1988/01/01 12:00:00 AM,,37.762605198,-122.395732623,d1df9f22-0673-481e-acc6-766c9cd1760e,2031,POINT (-122.395732623 37.762605198),Potrero Hill,10,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6233258,150 MIDDLE POINT ROAD,10516233258,,,RENAISSANCE / METAL,,,,,2019/06/12 12:00:00 AM,,37.735938,-122.381469,55685360-78e4-45aa-83ce-7ed441b8c4b9,2553,POINT (-122.381469 37.735938),Bayview Hunters Point,10,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-2683167,1294 BALBOA ST,10512683167,,,RENAISSANCE / METAL,,,,,1994/08/24 12:00:00 AM,,37.776883666,-122.472447483,a9757fcf-4a84-4c4a-9489-da6b4e2ba2d2,1824,POINT (-122.472447483 37.776883666),Outer Richmond,1,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5842679,1501 HAYES ST,10515842679,,,RENAISSANCE / METAL,,,,,2016/02/26 12:00:00 AM,,37.774534197,-122.441232483,b8a2809e-7f04-4ae8-a566-1bc62ac9930c,2359,POINT (-122.441232483 37.774534197),Lone Mountain/USF,5,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6101851,795 MASONIC AVE,10516101851,,,RENAISSANCE / METAL,,,,,2018/04/06 12:00:00 AM,,37.77405151,-122.446164889,afef6d98-0f93-4ade-90c8-d894ebd707b9,2454,POINT (-122.446164889 37.77405151),Lone Mountain/USF,5,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6210876,2390 IRVING ST,10516210876,,,RENAISSANCE / METAL,,,,,2019/03/27 12:00:00 AM,,37.763316123,-122.48338475,d2c7dbb2-b337-4adc-9f6a-ae4b5c3dbd9e,2547,POINT (-122.48338475 37.763316123),Sunset/Parkside,4,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1175470,501 BEACH ST,10011175470,,,RENAISSANCE / METAL,,,,,2017/10/10 12:00:00 AM,,37.807033227,-122.417382548,3e1f9405-abe5-4a12-8b41-1a503f691bf0,1534,POINT (-122.417382548 37.807033227),North Beach,3,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1305556,89 MISSION ST,10011305556,,,RENAISSANCE / METAL,,,,,2022/02/04 12:00:00 AM,,37.792671904,-122.393856915,ebbc76e4-f6bb-41a5-8f5c-0d60cf464053,1646,POINT (-122.393856915 37.792671904),Financial District/South Beach,6,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1368752,998 BRANNAN ST,10011368752,,,BIG BELLY,,,,,2024/07/05 12:00:00 AM,,37.770139552,-122.406958912,2d64793d-d8bb-48d5-b217-cae1981592d2,1691,POINT (-122.406958912 37.770139552),South of Market,6,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5720578,1 O SHAUGHNESSY BOULEV,10515720578,,,RENAISSANCE / METAL,,,,,2014/12/01 12:00:00 AM,,37.745255455,-122.451258601,7a3a8f10-a29b-4c39-be64-122dd5f7dcf7,2307,POINT (-122.451258601 37.745255455),Glen Park,8,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6277149,307 FLORIDA ST,10516277149,,,RENAISSANCE / METAL,,,,,2019/10/14 12:00:00 AM,,37.765401033,-122.411421107,5e1ead68-3df0-45b2-a5c5-9579e1c7ad93,2576,POINT (-122.411421107 37.765401033),Mission,9,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1091800,701 EMBARCADERO,10011091800,,,RENAISSANCE / METAL,,,,,2014/12/01 12:00:00 AM,,37.801472804,-122.399870478,4ed01c50-df3c-4a63-b83c-182f53e7c633,1450,POINT (-122.399870478 37.801472804),Financial District/South Beach,3,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1424258,501 TWIN PEAKS BLVD,10511424258,,,RENAISSANCE / METAL,,,,,1988/01/01 12:00:00 AM,,37.754000198,-122.447119335,43a4a29b-5d40-417e-a28b-e82d9a1951e8,1728,POINT (-122.447119335 37.754000198),Twin Peaks,8,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-2459840,1489 BRYANT ST,10512459840,,,BIG BELLY,,,,,1993/04/08 12:00:00 AM,,37.768315632,-122.410723898,ff20d062-f735-40c6-88ff-7cc954fd756c,1801,POINT (-122.410723898 37.768315632),Mission,9,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6606149,3601 24TH ST,10516606149,,,RENAISSANCE / METAL,,,,,2022/05/01 12:00:00 AM,,37.751942659,-122.423002511,b15eb546-c6b5-49a0-98c0-e8e7d5197fae,2716,POINT (-122.423002511 37.751942659),Mission,8,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3434842,398 32ND AVE,10513434842,,,RENAISSANCE / METAL,,,,,1999/06/01 12:00:00 AM,,37.781776337,-122.492361973,477574ad-993f-4f32-8bdf-309fc74938dc,1949,POINT (-122.492361973 37.781776337),Outer Richmond,1,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5210232,157 JOHN F. SHELLEY,10515210232,,,RENAISSANCE / METAL,,,,,2011/02/01 12:00:00 AM,,37.722563067,-122.421299033,27f0c938-7f80-4eaa-b1a3-9a1fa679a5a0,2132,POINT (-122.421299033 37.722563067),McLaren Park,9,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5766431,206 BOWLING GREEN DRV,10515766431,,,RENAISSANCE / METAL,,,,,2015/06/19 12:00:00 AM,,37.768871017,-122.459422785,199fa533-f5a3-46e5-bdd4-508d06349343,2349,POINT (-122.459422785 37.768871017),Golden Gate Park,7,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6092746,501 BAKER ST,10516092746,,,RENAISSANCE / METAL,,,,,2018/03/13 12:00:00 AM,,37.775595494,-122.441366301,acdb6516-e4a4-45e5-9839-9578ac479c21,2428,POINT (-122.441366301 37.775595494),Lone Mountain/USF,5,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
